_id,CREATIONDATE,OBJECTDESC,TITLE,CLOSEDDATETIME,CASECLOSUREREASONDESCRIPTION
3151,2025-04-18 00:00:00,"3710 N 36TH ST, MILWAUKEE, WI, 53216-3004",Broken Branch Down - Not Blocking,,Large tree branches down in backyard from a storm weeks ago that has not been removed
3152,2025-04-18 00:00:00,"1901 E RUSK AV, MILWAUKEE, WI, 53207-2557",Area Dark,,
3153,2025-04-18 00:00:00,"3721 N 56TH ST, MILWAUKEE, WI, 53216-2880","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,Maybe 5 bags of brushes at garbage in the alley.
3154,2025-04-18 00:00:00,"2217 N HUBBARD ST, MILWAUKEE, WI, 53212-3343",Collection Schedule - Garbage and Recycling,,
3155,2025-04-18 00:00:00,"2467 N 23RD ST, MILWAUKEE, WI, 53206-1525",Collection Schedule - Garbage and Recycling,,
3156,2025-04-17 00:00:00,"935 E OKLAHOMA AV, 2, MILWAUKEE, WI, 53207-2406",Missed Collection: Garbage,2025-04-17 00:00:00,Garbage not picked up on collection day. Cart at curb by driveway on Logan Ave. Thank you!
3157,2025-04-17 00:00:00,"935 E OKLAHOMA AV, 2, MILWAUKEE, WI, 53207-2406",Missed Collection: Recycling,,Recycling not picked up on collection day. Cart at curb by driveway on Logan Av. Thank you.
3158,2025-04-17 00:00:00,"4820 W WELLS ST, MILWAUKEE, WI, 53208-3028",Missed Collection: Garbage,2025-04-17 00:00:00,"Our garbage was not picked up yesterday.  I believe they didn’t pick it up because a neighbor parked in the street in front of them, which we cannot control.  The carts were out on time and all day."
3159,2025-04-17 00:00:00,"4820 W WELLS ST, MILWAUKEE, WI, 53208-3028",Missed Collection: Recycling,2025-04-17 00:00:00,Our recycling was not picked up yesterday.  A neighbor parked in front of them while they were on the curb after we had put them out.
3160,2025-04-17 00:00:00,"2345 N 55TH ST, MILWAUKEE, WI, 53210-2742",Missed Collection: Recycling,2025-04-17 00:00:00,Recycling bins were left on the curb for pick up. The east side of the street was picked up but none of us on the west side.
3161,2025-04-17 00:00:00,"1716 N HUMBOLDT AV, MILWAUKEE, WI, 53202-1623",Recycling Cart: No Cart,2025-04-17 00:00:00,old containers city won't pick up never got new ones...
3162,2025-04-17 00:00:00,"6217 W BENNETT AV, MILWAUKEE, WI, 53219-4118",Garbage Supervisor Callback,,Garbage cart out yesterday and did not get picked up. Everyone else did but not me. Cart still out
3163,2025-04-17 00:00:00,"5245 N 83RD ST, MILWAUKEE, WI, 53218-3525",Street Light Cycling,2025-04-18 00:00:00,"Sometimes on, sometimes not during the night - replace bulb?"
3164,2025-04-17 00:00:00,"5562 N 54TH ST, MILWAUKEE, WI, 53218-3337","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,have a twin mattress and box spring and head borders
3165,2025-04-17 00:00:00,"2217 S 18TH ST, MILWAUKEE, WI, 53215-2627",Scattered Litter and Debris on Private Property,,SCATTERED TRASH AND GARBAGE BAGS BEHIND PROPERTY.
3166,2025-04-17 00:00:00,"5134 N 108TH ST, MILWAUKEE, WI, 53225-3806",Potholes,,Large pot holes that needs repair
3167,2025-04-17 00:00:00,"2219 S 19TH ST, MILWAUKEE, WI, 53215-2642",Scattered Litter and Debris on Private Property,2025-04-17 00:00:00,GARBAGE AND DEBRIS BEHIND PROPERTY.
3168,2025-04-17 00:00:00,"2672 N MENOMONEE RIVER PK, MILWAUKEE, WI, 53226-1611",Missed Collection: Garbage,,Missed pick-up
3169,2025-04-17 00:00:00,"4705 W OKLAHOMA AV, MILWAUKEE, WI, 53219-0000",Garbage Cart: Damaged,,"4 unit, 1 cart split down middle"
3170,2025-04-17 00:00:00,"3869 N 75TH ST, MILWAUKEE, WI, 53216-1909",Garbage Cart: Missing,2025-04-17 00:00:00,"sfh, pays for 2nd cart and it is missing"
3171,2025-04-17 00:00:00,"6420 W DODGE PL, MILWAUKEE, WI, 53220-1868",Collection Schedule - Garbage and Recycling,,
3172,2025-04-17 00:00:00,"6273 N 118TH ST, MILWAUKEE, WI, 53225-1112",Miscellaneous Street Maintenance Request,,118th street has several homes that did not get the leaves picked up in the fall.
3173,2025-04-17 00:00:00,"4617 N 24TH ST, MILWAUKEE, WI, 53209-6202",Recycling Cart Contaminated,,contaminated carts
3174,2025-04-17 00:00:00,"1960 N 28TH ST, MILWAUKEE, WI, 53208-1515",Bulky Pickup & San Inspector Notification,,"SEE REC 5278009, CALLER STATES MATTRESS BEHIND HOUSE WAS NEVER COLLECTED AND NOW THERE ARE 3 TIRES THERE ALSO"
3175,2025-04-17 00:00:00,"2539 N 37TH ST, MILWAUKEE, WI, 53210-3047",Pothole in Alley,,Caller states multiple potholes along alley.
3176,2025-04-17 00:00:00,"5389 S 23RD ST, MILWAUKEE, WI, 53221-3751",Zoning Violation,,property has equipment strewn about the backyard and commercial vehicles parked there.
3177,2025-04-17 00:00:00,"5952 N HOPKINS ST, MILWAUKEE, WI, 53209-3944",Missed Collection: Recycling,,"ASL ROUTE, CALLER STATES R CART WAS AT CURB LAST NIGHT AND WAS MISSED"
3178,2025-04-16 00:00:00,"2979 N 78TH ST, MILWAUKEE, WI, 53222-5022",Potholes,,Chambers Side
3179,2025-04-16 00:00:00,"3860 N 41ST ST, MILWAUKEE, WI, 53216-3066",Missed Collection: Garbage,,"Hardship, not collected as schedule. Please send a crew to collect as soon as possible."
3180,2025-04-16 00:00:00,"3429 N HUBBARD ST, MILWAUKEE, WI, 53212-1530",Potholes,,Several potholes entire block. Growing in size. It's getting impossible to avoid them with parking on both sides it becomes single traffic lane
3181,2025-04-16 00:00:00,"3422 N 86TH ST, MILWAUKEE, WI, 53222-3740",Miscellaneous Sewers Request,2025-04-16 00:00:00,We are having to swerve each man hole due to it being so unbelievably unleveled. When the snow comes next winter we will not be able to do so. THE streets were just repaved unbelievable that it's worse now.
3182,2025-04-16 00:00:00,"4672 N 72ND ST, MILWAUKEE, WI, 53218-4856",Missed Collection: Recycling,2025-04-17 00:00:00,
3183,2025-04-16 00:00:00,"2547 S 33RD ST, MILWAUKEE, WI, 53215-2806",Area Dark,2025-04-17 00:00:00,5287554 5287670. Last Night lights went. But were on Monday night
3184,2025-04-16 00:00:00,"4296 S 27TH ST, MILWAUKEE, WI, 53221-1832",All Other Signs,,City of milwaukee welcome sign hanging upside down on Bolivar
3185,2025-04-16 00:00:00,"3770 N 42ND ST, MILWAUKEE, WI, 53216-3047",INFO ONLY: Clean and Green Info,2025-04-16 00:00:00,
3186,2025-04-16 00:00:00,"333 N 34TH ST, MILWAUKEE, WI, 53208-4104",Missed Collection: Recycling,2025-04-17 00:00:00,my recycling bin was out the night before and all day yesterday and my full recycling bin was never picked up.
3187,2025-04-16 00:00:00,"3134 N 82ND ST, MILWAUKEE, WI, 53222-3837",Recycling Cart: Missing,2025-04-17 00:00:00,"My recycling was picked up the other day, but now my bin is missing from beside my garage.  None of my immediate neighbors an extra bin by their house, so I have no idea where it went."
3188,2025-04-16 00:00:00,"7057 N 107TH ST, MILWAUKEE, WI, 53224-4301","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-17 00:00:00,Brush and leaves need pick up please.
3189,2025-04-15 00:00:00,"5416 W FOND DU LAC AV, MILWAUKEE, WI, 53216-0000",City-Owned Vacant Lot Cleanup,,City owned lot 5416-5418 W. Fond du Lac; trash has been dumped there. Garbage bags and shopping cart
3190,2025-04-15 00:00:00,211 E ERIE ST,Pothole in Alley,,"Street is 3574 s 87 th. warnimont ave. & Morgan . in need of repairs I almost wrecked a tire sorry not would of been expensive .not good with maps . 
 I will try to get pictures  street has open street cracks ?
Thank you very much"
3191,2025-04-15 00:00:00,"3366 S 13TH ST, MILWAUKEE, WI, 53215-5010",Zoning Violation,,Please cancel my previous complaint about feather banners - Tax service moved them onto their own property
3192,2025-04-15 00:00:00,"4974 S 16TH ST, MILWAUKEE, WI, 53221-2833",Missed Collection: Recycling,2025-04-15 00:00:00,"Recycling cart was not collected on Monday, April 14, 2025 As scheduled.Cart was by curb by 7 AM, but never collected."
3193,2025-04-15 00:00:00,"3101 S 15TH PL, MILWAUKEE, WI, 53215-4633",Zoning Violation,,business owner using public right-of-away  for advertising purposes. Feather banner in grass between sidewalk and curb on Oklahoma side of building.
3194,2025-04-15 00:00:00,"2618 W WALNUT ST, MILWAUKEE, WI, 53205-1452",Bump in City Street or Alley,,The whole Alley is cracked filling in pothole has been done already
3195,2025-04-15 00:00:00,"3574 S 87TH ST, MILWAUKEE, WI, 53228-1514",Collection Schedule - Garbage and Recycling,,No thank you
3196,2025-04-15 00:00:00,4578 N 76TH ST,Potholes,,Large pothole between right lane and street parking lane. Will cause damage to car if hit. (Blown tire and rim damage)
3197,2025-04-15 00:00:00,"7235 W LISBON AV, MILWAUKEE, WI, 53216-2743",Potholes,,westbound on Lisbon from 7200 to 7600
3198,2025-04-15 00:00:00,"6110 W LISBON AV, 3, MILWAUKEE, WI, 53210-2126",Bump in City Street or Alley,2025-04-15 00:00:00,The pavement here is wavy low spots high spots. it's horrible between Appleton and center on Lisbon. westbound
3199,2025-04-15 00:00:00,"5715 W APPLETON AV, MILWAUKEE, WI, 53210-2250",Potholes,,On Lisbon westbound on the far side of Appleton at the intersection in the right lane
3200,2025-04-15 00:00:00,"7110 W LISBON AV, MILWAUKEE, WI, 53210-1144",Potholes,,westbound on Lisbon just before the intersection at Burleigh Left lane
3201,2025-04-15 00:00:00,"2651 S 9TH PL, MILWAUKEE, WI, 53215-3427",Settlement,,"Section of street is sinking.
This whole area is full of potholes. The near southside does not get the city services we pay taxes for!"
3202,2025-04-15 00:00:00,"712 W MICHIGAN ST, MILWAUKEE, WI, 53233-2406",Potholes,2025-04-16 00:00:00,northbound on 7th at Michigan
3203,2025-04-15 00:00:00,"6524 N LANDERS ST, MILWAUKEE, WI, 53223-6130","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,2 cu yards
3204,2025-04-15 00:00:00,"3500 W LINCOLN AV, MILWAUKEE, WI, 53215-0000",Potholes,,eastbound on Lincoln right turn lane going southbound on 35th Street
3205,2025-04-15 00:00:00,"3730 W DOROTHY PL, MILWAUKEE, WI, 53215-1402",Missed Collection: Garbage,2025-04-16 00:00:00,"Collection day was yesterday, They didn't pick up the garbage"
3206,2025-04-15 00:00:00,"4101 N 31ST ST, MILWAUKEE, WI, 53216-0000",Bulky Pickup & San Inspector Notification,2025-04-16 00:00:00,"Caller reporting illegal dumping on side of road, close.  Right outside of green tech station just north of capitol.   Garbage bags, pvc tubing.  Students will be arriving for fieldtrips this week, it's an eyesore and in the way."
3207,2025-04-15 00:00:00,"2741 N 24TH PL, MILWAUKEE, WI, 53206-1140",Garbage Cart: No Cart,,"5286862 - caller lives here, states he it is not vacant. house was vacant for many years but is occupied now, has a lot of garbage inside of his house and needs carts"
3208,2025-04-15 00:00:00,"2741 N 24TH PL, MILWAUKEE, WI, 53206-1140",Garbage Supervisor Notification,2025-04-16 00:00:00,"caller has no carts, is waiting for them but has bags of garbage to set out at alley line today, wants to make sure its collected"
3209,2025-04-15 00:00:00,"8907 W DOGWOOD ST, MILWAUKEE, WI, 53224-4015",Bulky Pickup & San Inspector Notification,2025-04-16 00:00:00,Someone dumped a Couch at the dead end of N 89th St
3210,2025-04-15 00:00:00,"3823 S 74TH ST, MILWAUKEE, WI, 53220-1719",Collection Schedule - Garbage and Recycling,,
3211,2025-04-15 00:00:00,"3823 S 74TH ST, MILWAUKEE, WI, 53220-1719",Collection Schedule - Garbage and Recycling,,
3212,2025-04-15 00:00:00,3814 N 29TH ST,Bulky Pickup & San Inspector Notification,2025-04-16 00:00:00,pile of debris is left on the curb. currently hopkins is a closed street for construction but there is access to the dump site from the north off of capitol. debris is on the west side of hopkins in the curb.
3213,2025-04-15 00:00:00,"4029 W VLIET ST, MILWAUKEE, WI, 53208-2852",Recycling Cart: No Cart,2025-04-16 00:00:00,2 Unit. PLS ADD ADDRESS THANK You
3214,2025-04-15 00:00:00,741 N JACKSON ST,Potholes,2025-04-16 00:00:00,"large pothole in the right lane on southbound Jackson, just south of Mason.  Thank you."
3215,2025-04-15 00:00:00,"6810 W CLOVERNOOK ST, MILWAUKEE, WI, 53223-5754",Other Miscellaneous Forestry Request,2025-04-16 00:00:00,I believe it was WE Energies that cut down some tree limbs in front of my home and 2 neighbors.  The very large limbs have been sitting on the curb for well over a month and no one has come to pick them up.  These limbs are starting to collect trash in the them.  When will the city come and remove them?  The other addresses are 6818 W. Clovernook and 6811 W. Clovernook St.
3216,2025-04-15 00:00:00,"4459 N 76TH ST, MILWAUKEE, WI, 53218-5335",Potholes,,76th & Ruby & Congress has a very large pothole that caused my bent my tire rim and busted my tire
3217,2025-04-15 00:00:00,"3831 N DR WILLIAM FINLAYSON ST, MILWAUKEE, WI, 53212-1133",Missed Collection: Garbage,2025-04-16 00:00:00,"on time but not emptied, please collect..."
3218,2025-04-15 00:00:00,"9101 W SILVER SPRING DR, MILWAUKEE, WI, 53225-0000",Other Miscellaneous Electrical Services Request,2025-04-15 00:00:00,Exposed wires
3219,2025-04-15 00:00:00,"651 W BRUCE ST, MILWAUKEE, WI, 53204-1531",Scattered Litter and Debris on Private Property,,CONSTRUCTION DEBRIS COVERED IN BAGS
3220,2025-04-14 00:00:00,"3128 S HOWELL AV, MILWAUKEE, WI, 53207-2625",Exterior of Building in Disrepair,,Door in the front does not latch properly and blows open whenever winds are blowing hard.
3221,2025-04-14 00:00:00,"6836 W OKLAHOMA AV, MILWAUKEE, WI, 53219-2938",Property Damage (Mailbox),2025-04-15 00:00:00,States garbage truck damaged metal fence. Please inspect and follow up with caller.
3222,2025-04-14 00:00:00,"2829 N 80TH ST, MILWAUKEE, WI, 53222-4909","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-15 00:00:00,In yard waste bags.
3223,2025-04-14 00:00:00,"1921 W VILLARD AV, MILWAUKEE, WI, 53209-5011",Missed Collection: Recycling,2025-04-15 00:00:00,r-cart at collection point
3224,2025-04-14 00:00:00,"4409 W GARFIELD AV, MILWAUKEE, WI, 53208-1233",Exterior of Building in Disrepair,2025-04-16 00:00:00,Exterior Survey.
3225,2025-04-14 00:00:00,"1945 S 30TH ST, MILWAUKEE, WI, 53215-2129",Sanitation Inspector Callback,,"H-owner at 1945-C want options call - says others dumped a 3-pc sectional sofa by alley near here. Repeat issue others dumping lately. Caller has on camera, White Dodge plate # AM76553. Said police at Dist #6 said to call City. If no answer leave callback & #."
3226,2025-04-14 00:00:00,"2131 N 6TH ST, MILWAUKEE, WI, 53212-3156",All Other Signs,,"4 round about arrow signs used to be here, N 6th St & W Garfield Ave, there are currently only 2, causing issues...called *3015 for After Hours"
3227,2025-04-14 00:00:00,"6634 W EDEN PL, MILWAUKEE, WI, 53220-1334",Potholes,,Milwaukee roads are in terrible shape.
3228,2025-04-14 00:00:00,"3323 S 3RD ST, MILWAUKEE, WI, 53207-2634",Potholes,,"It blows. Instead of speed bumps. Losing two lanes. Hire a bunch of contractors, and let's have some nice roads to drive on. Make my tax dollars worth something"
3229,2025-04-14 00:00:00,"6429 N 94TH ST, MILWAUKEE, WI, 53224-5200",Potholes,2025-04-14 00:00:00,W Leon terr. Many potholes down this street leading up to the freeway. Also very bumpy.
3230,2025-04-14 00:00:00,"8951 W LISBON AV, MILWAUKEE, WI, 53222-2719","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
3231,2025-04-14 00:00:00,"6170 N 118TH ST, MILWAUKEE, WI, 53225-1111","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-15 00:00:00,Last pile of brush from a fallen ash tree. Cut to City of Milwaukee requirements.
3232,2025-04-14 00:00:00,"2511 N PALMER ST, MILWAUKEE, WI, 53212-2831",Vacant Building,,"November 2024, This house was on fire. There's broken windows & missing sliding from the house. NO repairs have been made since the fire."
3233,2025-04-14 00:00:00,"2543 N PALMER ST, MILWAUKEE, WI, 53212-2831",Vacant Building,,This house has been vacant for years and its an eyesore to the neighborhood & it's in need of repairs.
3234,2025-04-14 00:00:00,1437 E BRADY ST,Bump in City Street or Alley,,driving down farwell at brady st intersection is a large dip on the right lane that causes cars to bottom out
3235,2025-04-14 00:00:00,"3711 N 48TH ST, MILWAUKEE, WI, 53216-2907","Parking on Unapproved Surface, Private Property",2025-04-14 00:00:00,"Vehicle illegally parked on front grass at 3711 N. 48th Street.  Several complaints made, no action taken this far.  Vehicle has been illegally parked on the front grass for 2 weeks now.  Vehicle needs to be ticked and towed away."
3236,2025-04-14 00:00:00,"2500 W MITCHELL ST, MILWAUKEE, WI, 53204-3057",Scattered Litter and Debris on Private Property,2025-04-14 00:00:00,SCATTERED TRASH NEAR REAR OF PROPERTY.
3237,2025-04-14 00:00:00,1725 E LINNWOOD AV,Barricade or Guardrail Problem,,Barrels in middle of street for several weeks. Don't appear to be for anything.
3238,2025-04-14 00:00:00,"1753 N 52ND ST, MILWAUKEE, WI, 53208-1749",Missed Collection: Recycling,2025-04-14 00:00:00,Our recycle pick up was 4/11 and our carts were at the curb and not picked up. None of the carts in the 1700-1800 block of north 52nd were picked up that day.
3239,2025-04-14 00:00:00,"624 E OGDEN AV, 201",Settlement,,Settlement adjacent to MMSD manhole in driving lane.
3240,2025-04-14 00:00:00,"5359 N 56TH ST, MILWAUKEE, WI, 53218-3217",Collection Schedule - Garbage and Recycling,,
3241,2025-04-14 00:00:00,"4335 S BURRELL ST, MILWAUKEE, WI, 53207-5021","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,aware of size limits
3242,2025-04-14 00:00:00,"5359 N 56TH ST, MILWAUKEE, WI, 53218-3217",INFO ONLY: Recycling Collection Day Information Request,2025-04-14 00:00:00,
3243,2025-04-13 00:00:00,"8919 N MICHELE ST, 2, MILWAUKEE, WI, 53224-1905",Potholes,,eastbound on Beatrice or Michelle. this is the same road between 96th Street and 97th massive amount of potholes
3244,2025-04-13 00:00:00,"4690 W SCRANTON PL, MILWAUKEE, WI, 53216-2957",City-Owned Vacant Lot Cleanup,2025-04-15 00:00:00,5or 6 Bags  were dumped on island across from the address listed. Could crew be sent to pick up bags thank You
3245,2025-04-13 00:00:00,"4230 W CUSTER AV, MILWAUKEE, WI, 53209-0000",Potholes,,"Multiple, 1ft long and 1ft wide"
3246,2025-04-13 00:00:00,"2741 S 44TH ST, MILWAUKEE, WI, 53219-3203","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,Brush and sticks on curb.
3247,2025-04-13 00:00:00,"4690 W SCRANTON PL, MILWAUKEE, WI, 53216-2957",Bulky Pickup & San Inspector Notification,2025-04-15 00:00:00,Someone has dumped about 5 or 6 bags on the island across from the address listed it is a continuous problem could a crew please be sent to pickup bags Thanks
3248,2025-04-13 00:00:00,7117 N 91ST ST,Potholes,,South on 91st next to Walgreens
3249,2025-04-13 00:00:00,"2500 S 34TH ST, MILWAUKEE, WI, 53215-2812",Street Light Out,2025-04-14 00:00:00,No street lights on south 34th street from Lincoln ave. south to Pabst Ave
3250,2025-04-13 00:00:00,"1735 S 15TH PL, MILWAUKEE, WI, 53204-3216",Recycling Cart: Missing,,"My recycling was stolen, i walk by my street but I can't find it, i gonna need a replacement"
3251,2025-04-13 00:00:00,"2779 N 90TH ST, MILWAUKEE, WI, 53222-4608",Area Dark,,Center to Chambers. 91st to 88th
3252,2025-04-13 00:00:00,"3536 S 57TH ST, MILWAUKEE, WI, 53220-1409",Potholes,,"Our  block , 57th St from Morgan Ave to Warnimount is in incredibly bad condition. The largest potholes are on 57th and Morgan,  but the entire block contains holes of various sizes"
3253,2025-04-13 00:00:00,2207 N NEWHALL ST,"Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,
3254,2025-04-13 00:00:00,"3418 N 13TH ST, MILWAUKEE, WI, 53206-2850",Dead Animal,,Dead possum by the curb.
3255,2025-04-13 00:00:00,"777 N WATER ST, MILWAUKEE, WI, 53202-0000",Sidewalk Repair,,The side walk needs to be fixed I would hate to see the city get sued if someone fell and got hurt.
3256,2025-04-13 00:00:00,"3771 S CLEMENT AV, MILWAUKEE, WI, 53207-4066",Street Light Out,,
3257,2025-04-13 00:00:00,"4608 N 44TH ST, MILWAUKEE, WI, 53218-5201",Bulky Pickup & San Inspector Notification,2025-04-14 00:00:00,"Mattress & other debris; on Glendale side of house.  Reported several days ago, but despite a garbage pickup this mess is still there!"
3258,2025-04-13 00:00:00,"5005 ADJ W SILVER SPRING DR, MILWAUKEE, WI, 53218-0000",Potholes,,"on northbound 43rd St, just south of the exit to Hopkins; LARGE and deep"
3259,2025-04-13 00:00:00,3624 N 98TH ST,Street Light Out,2025-04-14 00:00:00,The Street light is out
3260,2025-04-13 00:00:00,"3872 N TEUTONIA AV, MILWAUKEE, WI, 53206-1952",Special Pickup - Accident Debris,,accident debris
3261,2025-04-13 00:00:00,"3010 W PEMBERTON AV, MILWAUKEE, WI, 53210-2641",Large Items Discarded on Private Property,,300 tires were illegal dumped
3262,2025-04-13 00:00:00,"1723 W BROWN ST, MILWAUKEE, WI, 53205-1265",Street Light Out,2025-04-14 00:00:00,Street light is out.
3263,2025-04-13 00:00:00,4715 W VLIET ST,Potholes,,Pothole on left side of southbound lane of N Alois St just past the right turn lane from Vilet.
3264,2025-04-13 00:00:00,"4758 N 49TH ST, MILWAUKEE, WI, 53218-5127",Backwater,2025-04-13 00:00:00,hello I've had a backup in the basement of flooding and a bad sewer order in my basement for a week now I've called the landlord to request plumbing the plumbing inspector came out to see what he can do about the situation he informed me that this is a sewer backup and this has to be reported to the state for them to come out and check if i run any water or flush the toilet its comes back up in the basement causing it to flood
3265,2025-04-13 00:00:00,"838 E WATERFORD AV, MILWAUKEE, WI, 53207-0000",Street Light Out,2025-04-14 00:00:00,Street light out
3266,2025-04-13 00:00:00,"3909 N 75TH ST, MILWAUKEE, WI, 53216-1911",Dead Animal,,2 DECEASED DOGS IN ALLEY IN RED BIN
3267,2025-04-13 00:00:00,"4923 W LYNNDALE AV, MILWAUKEE, WI, 53220-2069","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,lilac branches
3268,2025-04-13 00:00:00,"634 E BURLEIGH ST, MILWAUKEE, WI, 53212-2121",Pothole in Alley,,please the alley behind our building; pot holes ; also connecting to Pierce St
3269,2025-04-13 00:00:00,"2800 N 16TH ST, MILWAUKEE, WI, 53206-2126",Special Pickup - Accident Debris,,ACCIDENT SCENE DEBRIS NEEDS CLEAN UP
3270,2025-04-13 00:00:00,"2800 N 16TH ST, MILWAUKEE, WI, 53206-2126",Barricade or Guardrail Problem,,ACCIDENT ON 16TH VIADUCT 20 FEET OF FENCE TAKEN DOWN FROM ONTOP OF CONCRETE BARRICADE
3271,2025-04-13 00:00:00,"2318 S 20TH ST, MILWAUKEE, WI, 53215-3012",Potholes,,"One large , at least 4 feet long, one smaller , about a foot in diameter"
3272,2025-04-13 00:00:00,2008 E NEWPORT AV,Potholes,,Near green garage & dead end
3273,2025-04-13 00:00:00,"2201 W GRANT ST, MILWAUKEE, WI, 53215-2528",Potholes,,"One , about 2 feet in diameter, a few smaller mid block"
3274,2025-04-13 00:00:00,"2621 W PIERCE ST, 101",Plumbing Problem,2025-04-14 00:00:00,"Emergency - water backing up and coming out of the kitchen sink, and flooding the kitchen and living room, property manager and owner are not responsive"
3275,2025-04-13 00:00:00,"2541 N 48TH ST, MILWAUKEE, WI, 53210-2846","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,Brush in the alley.
3276,2025-04-13 00:00:00,"3454 N 95TH ST, MILWAUKEE, WI, 53222-3556",All Other Signs,,Sign hanging upside down on median.
3277,2025-04-13 00:00:00,"2520 S LOGAN AV, MILWAUKEE, WI, 53207-1836","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,Brush
3278,2025-04-13 00:00:00,"7415 N 42ND ST, MILWAUKEE, WI, 53209-1915","Brush Pickup Request, Less than 2 Cubic Yards, April-November",,
3279,2025-04-13 00:00:00,"3513 N 92ND ST, MILWAUKEE, WI, 53222-2601",Potholes,,null
3280,2025-04-13 00:00:00,"532 E CAPITOL DR, MILWAUKEE, WI, 53212-0000",Missing Sewer Lid or Grate,,Missing sewer lid
3281,2025-04-13 00:00:00,"1927 N PROSPECT AV, MILWAUKEE, WI, 53202-0000",INFO ONLY: Parking Violations Information,2025-04-13 00:00:00,
3282,2025-04-13 00:00:00,"1314 E CONWAY ST, MILWAUKEE, WI, 53207-0000",City-Owned Vacant Lot Trees,2025-04-14 00:00:00,It's across the Street from Dom & Phil's Pizza in the park. Doesn't look like an Emergency but it's a Tree down.
3283,2025-04-13 00:00:00,"2840 N 77TH ST, MILWAUKEE, WI, 53222-5014","Brush Pickup Request, Less than 2 Cubic Yards, April-November",2025-04-14 00:00:00,Twig and leaf pile in front of residence.
3284,2025-04-13 00:00:00,"157 W GOLDLEAF AV, MILWAUKEE, WI, 53207-6266",Bulky Pickup & San Inspector Notification,2025-04-14 00:00:00,Microwave broken tv old grill and broke down bed parts
3285,2025-04-13 00:00:00,"1816 E KANE PL, MILWAUKEE, WI, 53202-0000",Furniture Discarded on Private Property,,Couch dumped in front of apartments. Thanks.
3286,2025-04-13 00:00:00,"8200 W GRANTOSA DR, MILWAUKEE, WI, 53218-3625",Special Pickup - Accident Debris,,Report of a large car part by the curb. Not blocking traffic.
3287,2025-04-13 00:00:00,"3333 W KILBOURN AV, MILWAUKEE, WI, 53208-3312",Construction Concerns,,"The curb that extends from the street to the grass between the sidewalk has been damaged, broken, and deteriorated in four distinct locations. These repairs are necessary to be performed alongside my residence located at 3333 W. Kilbourne Ave."
3288,2025-04-13 00:00:00,"3500 W NATIONAL AV, MILWAUKEE, WI, 53215-1025",Potholes,,the pothole Is in the left lane heading west bound on national right after the light. the hole is deep.
3289,2025-04-13 00:00:00,"827 N 34TH ST, MILWAUKEE, WI, 53208-3304",Exterior of Building in Disrepair,,"This building requires immediate repair. Despite numerous attempts to address the situation, no progress has been made. The premises are currently occupied by individuals engaged in illegal activities, including prostitution and drug dealing. I will be attending a city meeting to bring this matter to their attention and demand appropriate action. Given the proximity of this building to my residence, one would expect the city to address this issue promptly. This is my third attempt to report this matter. The building needs to be condemned."
3290,2025-04-13 00:00:00,"4936 W HOWARD AV, MILWAUKEE, WI, 53220-2003",Roots Lifting Sidewalk,2025-04-14 00:00:00,"Hello, I'd like to report this in front of my house. There's a tree in front of my house, and its branches are climbing up the sidewalks, posing a danger to people. What can we do?"
3291,2025-04-13 00:00:00,"6500 W LAKEFIELD DR, MILWAUKEE, WI, 53219-4131",Potholes,,some holes are deep
3292,2025-04-13 00:00:00,"4056 N 46TH ST, MILWAUKEE, WI, 53216-1523",Street Light Out,2025-04-14 00:00:00,light cycles off and on
3293,2025-04-13 00:00:00,"9135 W LISBON AV, MILWAUKEE, WI, 53222-0000",Construction Concerns,2025-04-14 00:00:00,MPD reports that a construction site is now a traffic hazard as there are no traffic signs or cones instructing drivers to merge into one lane.  Operator contacted F. Franco.
3294,2025-04-13 00:00:00,"1407 N 50TH ST, MILWAUKEE, WI, 53208-2208",Potholes,2025-04-14 00:00:00,null
3295,2025-04-13 00:00:00,"1521 N 50TH ST, MILWAUKEE, WI, 53208-2210",Potholes,2025-04-14 00:00:00,null
3296,2025-04-13 00:00:00,"3464 N 17TH ST, MILWAUKEE, WI, 53206-2343",Garbage Cart: Missing,2025-04-14 00:00:00,"My trash can and recycling can has been stolen. I live in a duplex so there is only one trash can available to use instead of the needed two, one per household."
3297,2025-04-13 00:00:00,7252 N 87TH ST,Potholes,,
