_id,CREATIONDATE,ADDRESS,CATEGORY,CLOSEDDATETIME,DESCRIPTION,DAYS_TO_CLOSE,CLEANED_ADDRESS,geometry,OBJECTID,NEIGHBORHD,WORKGROUP,Status
2455,2025-05-13T00:00:00Z,"3242 N 24TH PL, MILWAUKEE, WI, 53206-1211",POTHOLES,NA,CITY WORKERS CAME TO DO WORK AND DID A PISS POOR JOB OF FIXING THE ISSUE! THE MATERIAL USED IS NOT SUBSTANTIAL ENOUGH TO WITHIN STAND THE CONSTANTLY BEING DRIVEN OVER.,85,"3242 N 24TH PL, MILWAUKEE, WI, 53206-1211","c(-87.943185692627, 43.077925100493)",42,FRANKLIN HEIGHTS,4,OPEN
2456,2025-05-13T00:00:00Z,"480 N 49TH ST, MILWAUKEE, WI, 53208-3664",NO MOW MAY REGISTRATION,NA,NA,85,"480 N 49TH ST, MILWAUKEE, WI, 53208-3664","c(-87.974275093514, 43.036445701977)",154,STORY HILL,6,OPEN
2457,2025-05-13T00:00:00Z,"4968 N 22ND ST, MILWAUKEE, WI, 53209-5628",DOG FECES,NA,DOG FECES AND IT SMELLS BAD,85,"4968 N 22ND ST, MILWAUKEE, WI, 53209-5628","c(-87.938989041345, 43.108041027145)",85,LINCOLN PARK,6,OPEN
2458,2025-05-12T00:00:00Z,"9029 W ROCHELLE AV, MILWAUKEE, WI, 53224-4746","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,"BRUSH, SIZE LIMIT INFORMED.",86,"9029 W ROCHELLE AV, MILWAUKEE, WI, 53224-4746","c(-88.023728741344, 43.147052290452)",99,MENOMONEE RIVER HILLS,6,OPEN
2459,2025-05-12T00:00:00Z,"2434 S 13TH ST, MILWAUKEE, WI, 53215-3115",SCATTERED LITTER AND DEBRIS ON PRIVATE PROPERTY,2025-05-14T00:00:00Z,ROOFING DEBRIS LEFT ON LAWN FOR WEEKS,2,"2434 S 13TH ST, MILWAUKEE, WI, 53215-3115","c(-87.92819700573, 43.000476734247)",86,LINCOLN VILLAGE,5,CLOSED
2460,2025-05-12T00:00:00Z,"4661 N 19TH PL, MILWAUKEE, WI, 53209-6453",FORESTRY CALLBACK REQUEST NOT RELATED TO CODE ENFORCEMENT,NA,"CALLER STATES CITY TREE WAS REMOVED FROM LOCATION, BACK FILL AND SEED WAS REPLACED. CALLER STATES THEY WERE INFORMED THAT IF GRASS SEED DIDN'T GROW THAT FORESTRY WOULD RETURN TO REPAIR OR REPLACE. CALLER REQUESTING CALLBACK TO DISCUSS MORE BACKFILL AND SEED AT LOCATION.",86,"4661 N 19TH PL, MILWAUKEE, WI, 53209-6453","c(-87.935720853478, 43.101883471525)",85,LINCOLN PARK,6,OPEN
2461,2025-05-12T00:00:00Z,"2323 N 19TH ST, MILWAUKEE, WI, 53206-2051",GARBAGE CART: MISSING,NA,"DUPLEX, ONLY 1 G-CART NOW, 2ND MISSING. IF ABLE, PUT ADDR ON.",86,"2323 N 19TH ST, MILWAUKEE, WI, 53206-2051","c(-87.936660381005, 43.061102830368)",120,NORTH DIVISION,2,OPEN
2462,2025-05-12T00:00:00Z,"649 E ERIE ST, MILWAUKEE, WI, 53202-6203",POTHOLES,NA,ERIE ST NEAR SAIL LOFT,86,"649 E ERIE ST, MILWAUKEE, WI, 53202-6203","c(-87.902153594374, 43.026072845341)",69,HISTORIC THIRD WARD,6,OPEN
2463,2025-05-12T00:00:00Z,6325 S 20TH ST,ALL OTHER SIGNS,NA,UPSIDE DOWN PARKING REGULATIONS SIGN ON LIGHT POLE,86,"6325 S 20TH ST, MILWAUKEE, WI","c(-87.940006185295, 42.92927179622)",25,COLLEGE HEIGHTS,6,OPEN
2464,2025-05-12T00:00:00Z,"3450 N DOWNER AV, MILWAUKEE, WI, 53211-2934",POTHOLES,2025-05-13T00:00:00Z,4 OR SO POTHOLES NEXT TO SEWER MANHOLE LIDS IN THE SOUTHBOUND DRIVING LANE,1,"3450 N DOWNER AV, MILWAUKEE, WI, 53211-2934","c(-87.87739286566, 43.080726081077)",31,DOWNER WOODS,6,CLOSED
2465,2025-05-12T00:00:00Z,"3119 N 38TH ST, MILWAUKEE, WI, 53216-3603",GARBAGE CART NOT RETURNED TO STORAGE LOCATION,2025-05-12T00:00:00Z,NA,0,"3119 N 38TH ST, MILWAUKEE, WI, 53216-3603","c(-87.961220195499, 43.07570833856)",147,SHERMAN PARK,4,CLOSED
2466,2025-05-12T00:00:00Z,"2044 N 55TH ST, MILWAUKEE, WI, 53208-1670","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-05-13T00:00:00Z,SMALL BRUSH PILE WITH TREE LIMB BY LIGHT POST/SPEED SIGN ON LLOYD STREET DRIVE WAY.,1,"2044 N 55TH ST, MILWAUKEE, WI, 53208-1670","c(-87.98161814361, 43.056995446355)",175,WASHINGTON HEIGHTS,6,CLOSED
2467,2025-05-12T00:00:00Z,"7005 W RUBY AV, MILWAUKEE, WI, 53218-5419","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-05-13T00:00:00Z,"SMALL BRUSH PICK UP AT CURB 
THANK YOU!",1,"7005 W RUBY AV, MILWAUKEE, WI, 53218-5419","c(-87.999792540446, 43.098964138468)",26,COLUMBUS PARK,6,CLOSED
2468,2025-05-12T00:00:00Z,"7005 W RUBY AV, MILWAUKEE, WI, 53218-5419",BULKY PICKUP & SAN INSPECTOR NOTIFICATION,NA,"PICK UP OF GARBAGE/OLD PLANTER AND PLASTIC NEXT TO GARBAGE CAN
THANK YOU !",86,"7005 W RUBY AV, MILWAUKEE, WI, 53218-5419","c(-87.999792540446, 43.098964138468)",26,COLUMBUS PARK,6,OPEN
2469,2025-05-12T00:00:00Z,"3535 W OKLAHOMA AV, MILWAUKEE, WI, 53215-4171",WEEDS AND TALL GRASS COMPLAINT,NA,TALL GRASS,86,"3535 W OKLAHOMA AV, MILWAUKEE, WI, 53215-4171","c(-87.959247682225, 42.988145865029)",73,JACKSON PARK,6,OPEN
2470,2025-05-12T00:00:00Z,"3356 N BARTLETT AV, MILWAUKEE, WI, 53211-3024","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-05-13T00:00:00Z,3 BAGS IN FRONT OF HOME NEAR STREET,1,"3356 N BARTLETT AV, MILWAUKEE, WI, 53211-3024","c(-87.88865797589, 43.078909848388)",17,CAMBRIDGE HEIGHTS,6,CLOSED
2471,2025-05-12T00:00:00Z,"7318 N CASSIE AV, MILWAUKEE, WI, 53224-3646",MISSED COLLECTION: RECYCLING,2025-05-13T00:00:00Z,PLEASE COLLECT,1,"7318 N CASSIE AV, MILWAUKEE, WI, 53224-3646","c(-88.062519518688, 43.150318466663)",126,PARK PLACE,6,CLOSED
2472,2025-05-12T00:00:00Z,"5300 W ROOSEVELT DR, MILWAUKEE, WI, 53216-0000",CONSTRUCTION CONCERNS,NA,SIGN BLOCKING THE ROAD,86,"5300 W ROOSEVELT DR, MILWAUKEE, WI, 53216-0000","c(-87.979961963361, 43.080031011757)",52,GRASSLYN MANOR,6,OPEN
2473,2025-05-12T00:00:00Z,"5200 W STATE ST, MILWAUKEE, WI, 53208-2618","CAVE-IN, SINKHOLE, OR VOID",2025-05-12T00:00:00Z,NA,0,"5200 W STATE ST, MILWAUKEE, WI, 53208-2618","c(-87.978835854669, 43.045357425253)",181,WICK FIELD,1,CLOSED
2474,2025-05-12T00:00:00Z,"8007 W CUSTER AV, MILWAUKEE, WI, 53218-3531",COLLECTION SCHEDULE - GARBAGE AND RECYCLING,NA,NA,86,"8007 W CUSTER AV, MILWAUKEE, WI, 53218-3531","c(-88.010354157542, 43.113603174274)",168,VALHALLA,6,OPEN
2475,2025-05-12T00:00:00Z,"8007 W CUSTER AV, MILWAUKEE, WI, 53218-3531",INFO ONLY: GARBAGE COLLECTION DAY INFORMATION REQUEST,2025-05-12T00:00:00Z,NA,0,"8007 W CUSTER AV, MILWAUKEE, WI, 53218-3531","c(-88.010354157542, 43.113603174274)",168,VALHALLA,6,CLOSED
2476,2025-05-12T00:00:00Z,"8007 W CUSTER AV, MILWAUKEE, WI, 53218-3531",INFO ONLY: RECYCLING COLLECTION DAY INFORMATION REQUEST,2025-05-12T00:00:00Z,NA,0,"8007 W CUSTER AV, MILWAUKEE, WI, 53218-3531","c(-88.010354157542, 43.113603174274)",168,VALHALLA,6,CLOSED
2477,2025-05-12T00:00:00Z,"3567 S CLEMENT AV, MILWAUKEE, WI, 53207-3501",RECYCLING CART: MISSING,NA,GONE FOR 10 DAYS AND 1 OF OUR RECYCLE BINS WAS GONE.,86,"3567 S CLEMENT AV, MILWAUKEE, WI, 53207-3501","c(-87.894826888989, 42.979528011279)",160,TIPPECANOE,6,OPEN
2478,2025-05-12T00:00:00Z,"5623 W GREEN TREE RD, MILWAUKEE, WI, 53223-5217",MISSED COLLECTION: GARBAGE,2025-05-13T00:00:00Z,CART AT THE CURB BUT MISSED FRIDAY,1,"5623 W GREEN TREE RD, MILWAUKEE, WI, 53223-5217","c(-87.982731930903, 43.140998377065)",49,GRACELAND,6,CLOSED
2479,2025-05-12T00:00:00Z,"5623 W GREEN TREE RD, MILWAUKEE, WI, 53223-5217",COLLECTION SCHEDULE - GARBAGE AND RECYCLING,NA,NA,86,"5623 W GREEN TREE RD, MILWAUKEE, WI, 53223-5217","c(-87.982731930903, 43.140998377065)",49,GRACELAND,6,OPEN
2480,2025-05-12T00:00:00Z,"3428 S 19TH ST, MILWAUKEE, WI, 53215-4914",RECYCLING CART: MISSING,NA,RECYCLING CART WENT MISSING ABOUT 6 WEEKS AGO. NEED REPLACEMENT.,86,"3428 S 19TH ST, MILWAUKEE, WI, 53215-4914","c(-87.937074866117, 42.982263990204)",112,MORGANDALE,6,OPEN
2481,2025-05-12T00:00:00Z,"3429 S 2ND ST, MILWAUKEE, WI, 53207-3235",MISSED COLLECTION: GARBAGE,2025-05-13T00:00:00Z,NA,1,"3429 S 2ND ST, MILWAUKEE, WI, 53207-3235","c(-87.913557006006, 42.981783246147)",144,SAVELAND PARK,6,CLOSED
2482,2025-05-12T00:00:00Z,"3429 S 2ND ST, MILWAUKEE, WI, 53207-3235",MISSED COLLECTION: RECYCLING,2025-05-13T00:00:00Z,NA,1,"3429 S 2ND ST, MILWAUKEE, WI, 53207-3235","c(-87.913557006006, 42.981783246147)",144,SAVELAND PARK,6,CLOSED
2483,2025-05-11T00:00:00Z,"2567 N 48TH ST, MILWAUKEE, WI, 53210-2846","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,NA,87,"2567 N 48TH ST, MILWAUKEE, WI, 53210-2846","c(-87.974087422702, 43.06575390653)",167,UPTOWN,1,OPEN
2484,2025-05-11T00:00:00Z,"3425 S INDIANA AV, MILWAUKEE, WI, 53207-3719",RECYCLING CART: DELETE,NA,HAVE 2 RECYCLING BINS; PLEASE REMOVE 1,87,"3425 S INDIANA AV, MILWAUKEE, WI, 53207-3719","c(-87.876416206302, 42.982088556971)",39,FERNWOOD,6,OPEN
2485,2025-05-11T00:00:00Z,"2892 S MABBETT AV, MILWAUKEE, WI, 53207-2523","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,BRUSH PICKUP,87,"2892 S MABBETT AV, MILWAUKEE, WI, 53207-2523","c(-87.884116996026, 42.991118967995)",8,BAY VIEW,6,OPEN
2486,2025-05-11T00:00:00Z,"7019 W GREENBROOK CT, MILWAUKEE, WI, 53223-2156","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-05-12T00:00:00Z,NA,1,"7019 W GREENBROOK CT, MILWAUKEE, WI, 53223-2156","c(-87.996725434436, 43.180327649778)",123,NORTHRIDGE LAKES,6,CLOSED
2487,2025-05-11T00:00:00Z,"4521 N 38TH ST, MILWAUKEE, WI, 53209-5913",POTHOLES,NA,"TWO ON BLOCK, ONE PICTURED AND THE OTHER NEAR GLENDALE STREET START OF 45TH STREET",87,"4521 N 38TH ST, MILWAUKEE, WI, 53209-5913","c(-87.960754748416, 43.099468938587)",124,OLD NORTH MILWAUKEE,4,OPEN
2488,2025-05-11T00:00:00Z,"2768 S WENTWORTH AV, MILWAUKEE, WI, 53207-2354","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,ONE LARGE GREEN TARP WITH WEEDS AND BRUSH,87,"2768 S WENTWORTH AV, MILWAUKEE, WI, 53207-2354","c(-87.885629426635, 42.994375882202)",8,BAY VIEW,6,OPEN
2489,2025-05-11T00:00:00Z,"8310 W BURLEIGH ST, MILWAUKEE, WI, 53222-4806","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,BRANCHES IN ALLEY NEXT TO GARBAGE CARTS,87,"8310 W BURLEIGH ST, MILWAUKEE, WI, 53222-4806","c(-88.01672230848, 43.0755248587)",79,KOPS PARK,6,OPEN
2490,2025-05-11T00:00:00Z,"3800 S LENOX ST, MILWAUKEE, WI, 53207-3946",GARBAGE CART: DELETE,NA,PLEASE COLLECT ONE GARBAGE AND RECYLING CAN SO WE ONLY HAVE ONE OF EACH. THANK YOU!,87,"3800 S LENOX ST, MILWAUKEE, WI, 53207-3946","c(-87.898018130985, 42.975503105193)",160,TIPPECANOE,6,OPEN
2491,2025-05-10T00:00:00Z,"1744 N PALMER ST, MILWAUKEE, WI, 53212-3928",STREET LIGHT OUT,2025-05-11T00:00:00Z,"1700 BLOCK N PALMER IS VERY DARK, NOT SURE HOW MANY STREETLIGHTS ARE ON THAT BLOCK, BUT IT IS VERY DARK AND SEEMS UNSAFE. THANK YOU.",1,"1744 N PALMER ST, MILWAUKEE, WI, 53212-3928","c(-87.909444173756, 43.053550023145)",12,BREWER'S HILL,6,CLOSED
2492,2025-05-10T00:00:00Z,"2123 S LAYTON BL, MILWAUKEE, WI, 53215-2456","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,NA,88,"2123 S LAYTON BL, MILWAUKEE, WI, 53215-2456","c(-87.948325727111, 43.006228228568)",82,LAYTON PARK,6,OPEN
2493,2025-05-10T00:00:00Z,"211 W UNCAS AV, MILWAUKEE, WI, 53207-6245",BULKY PICKUP & SAN INSPECTOR NOTIFICATION,NA,TWO COUCHES ON THE CURB.,88,"211 W UNCAS AV, MILWAUKEE, WI, 53207-6245","c(-87.914125885774, 42.93235704905)",119,NEW COELN,6,OPEN
2494,2025-05-10T00:00:00Z,631 E WATERFORD AV,"BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,BRUSH PILE,88,"631 E WATERFORD AV, MILWAUKEE, WI","c(-87.900976104616, 42.969792891745)",160,TIPPECANOE,6,OPEN
2495,2025-05-10T00:00:00Z,"3731 S 54TH ST, MILWAUKEE, WI, 53220-2038","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,NA,88,"3731 S 54TH ST, MILWAUKEE, WI, 53220-2038","c(-87.982019636772, 42.976860973508)",71,HONEY CREEK MANOR,6,OPEN
2496,2025-05-10T00:00:00Z,"368 E MANITOBA ST, MILWAUKEE, WI, 53207-2058",POTHOLES,NA,IN FRONT OF THE FIRE HYDRANT ON THE EAST SIDE OF STREET. LOOKS TO BE QUITE DEEP.,88,"368 E MANITOBA ST, MILWAUKEE, WI, 53207-2058","c(-87.904730107591, 42.990173782683)",8,BAY VIEW,6,OPEN
2497,2025-05-10T00:00:00Z,"300 W EDGERTON AV, MILWAUKEE, WI, 53207-0000",SETTLEMENT,NA,AT ABOUT 2ND AND EDGERTON STREET IS SINKING IN WEST BOUND LANE. A CITY CREW HAD BEEN DIGGING THERE SOME TIME AGO.,88,"300 W EDGERTON AV, MILWAUKEE, WI, 53207-0000","c(-87.91474002782, 42.952401993308)",110,MITCHELL WEST,6,OPEN
2498,2025-05-10T00:00:00Z,"1613 E EDEN PL, MILWAUKEE, WI, 53207-3642",MISSED COLLECTION: RECYCLING,NA,OUR CART WAS AT THE CURB BEFORE COLLECTION TIME AND IT WAS NOT PICKED UP,88,"1613 E EDEN PL, MILWAUKEE, WI, 53207-3642","c(-87.88894882793, 42.979909220235)",160,TIPPECANOE,6,OPEN
2499,2025-05-10T00:00:00Z,"1609 N 51ST ST, MILWAUKEE, WI, 53208-2218",GARBAGE CART: DAMAGED,NA,LID AREA DAMAGED. LARGE HOLES.,88,"1609 N 51ST ST, MILWAUKEE, WI, 53208-2218","c(-87.977967740958, 43.051837516507)",175,WASHINGTON HEIGHTS,6,OPEN
2500,2025-05-10T00:00:00Z,"4214 N 83RD ST, MILWAUKEE, WI, 53222-1808",NO MOW MAY REGISTRATION,NA,NA,88,"4214 N 83RD ST, MILWAUKEE, WI, 53222-1808","c(-88.015870036565, 43.093818613837)",4,ARLINGTON GARDENS,6,OPEN
2501,2025-05-10T00:00:00Z,"4208 N 52ND ST, MILWAUKEE, WI, 53216-1338",BULKY PICKUP & SAN INSPECTOR NOTIFICATION,NA,TOILET,88,"4208 N 52ND ST, MILWAUKEE, WI, 53216-1338","c(-87.97801342233, 43.093788899991)",84,LINCOLN CREEK,4,OPEN
2502,2025-05-10T00:00:00Z,"4510 N 23RD ST, MILWAUKEE, WI, 53209-6201",MISSED COLLECTION: GARBAGE,NA,DPW PROJECT. NEIGHBORS HAVE TRASH WAITING TO PICK UP,88,"4510 N 23RD ST, MILWAUKEE, WI, 53209-6201","c(-87.940246243002, 43.099188899202)",142,RUFUS KING,4,OPEN
2503,2025-05-10T00:00:00Z,"3322 N 93RD ST, MILWAUKEE, WI, 53222-3513",BULKY PICKUP & SAN INSPECTOR NOTIFICATION,NA,NA,88,"3322 N 93RD ST, MILWAUKEE, WI, 53222-3513","c(-88.028501229374, 43.079294158648)",46,GOLDEN VALLEY,6,OPEN
2504,2025-05-10T00:00:00Z,3278 N HOLTON ST,BULKY PICKUP & SAN INSPECTOR NOTIFICATION,NA,"ABOUT 3 CUBIC YARDS OF TRASH BAGS, FULL SIZE MATTRESS DUE TO DEATH IN THE FAMILY AND CLEAN OUT OF BELONGINGS. ALL IS NEATLY PILED AT THE CANS IN THE ALLEY.",88,"3278 N HOLTON ST, MILWAUKEE, WI","c(-87.904779896096, 43.078272111285)",138,RIVERWEST,3,OPEN
2505,2025-05-10T00:00:00Z,"300 W BOTTSFORD AV, MILWAUKEE, WI, 53207-4952",POTHOLES,NA,NA,88,"300 W BOTTSFORD AV, MILWAUKEE, WI, 53207-4952","c(-87.914747990628, 42.964689234721)",162,TOWN OF LAKE,6,OPEN
2506,2025-05-10T00:00:00Z,"300 W EDGERTON AV, MILWAUKEE, WI, 53207-0000",POTHOLES,NA,2 POTHOLES ABOUT 6FT AND 10FT ON THE INTERSECTION 2ND AND EDGERTON AND IT LOOKS LIKE THEY WERE PATCH AND IT DEPRESSING,88,"300 W EDGERTON AV, MILWAUKEE, WI, 53207-0000","c(-87.91474002782, 42.952401993308)",110,MITCHELL WEST,6,OPEN
2507,2025-05-10T00:00:00Z,"5650 N 39TH ST, MILWAUKEE, WI, 53209-3902",MISSED COLLECTION: RECYCLING,NA,NA,88,"5650 N 39TH ST, MILWAUKEE, WI, 53209-3902","c(-87.96071803568, 43.120412590504)",157,THURSTON WOODS,6,OPEN
2508,2025-05-10T00:00:00Z,"7712 W BOBOLINK AV, MILWAUKEE, WI, 53218-1731",MISSED COLLECTION: GARBAGE,NA,MISSED COLLECTION,88,"7712 W BOBOLINK AV, MILWAUKEE, WI, 53218-1731","c(-88.00732535683, 43.125516792352)",149,SILVER SPRING,6,OPEN
2509,2025-05-10T00:00:00Z,"4706 W KEEFE AV, MILWAUKEE, WI, 53216-2917",BEEHIVE OR WASP NEST IN CITY TREE,NA,LOCATED AT NW CORNER OF W KEEFE AVE AND 47TH STREET,88,"4706 W KEEFE AV, MILWAUKEE, WI, 53216-2917","c(-87.972859557705, 43.082696037871)",155,SUNSET HEIGHTS,6,OPEN
2510,2025-05-10T00:00:00Z,"3033 W KILBOURN AV, MILWAUKEE, WI, 53208-3414","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,NA,88,"3033 W KILBOURN AV, MILWAUKEE, WI, 53208-3414","c(-87.952776517697, 43.041329082586)",27,CONCORDIA,1,OPEN
2511,2025-05-10T00:00:00Z,"5401 W SHERIDAN AV, MILWAUKEE, WI, 53218-3342","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,BRUSH,88,"5401 W SHERIDAN AV, MILWAUKEE, WI, 53218-3342","c(-87.980329342177, 43.117379808387)",97,MC GOVERN PARK,6,OPEN
2512,2025-05-10T00:00:00Z,"3626 S 3RD ST, MILWAUKEE, WI, 53207-3244",GARBAGE CART: DAMAGED,NA,"THE CART'S BASE APPEARS TO HAVE BROKEN THROUGH SINCE THE LAST TIME GARBAGE WAS PICKED UP, IT'S ONLY CONNECTED AT THE BACK AND PROBABLY NEEDS TO BE FULLY REPLACED.",88,"3626 S 3RD ST, MILWAUKEE, WI, 53207-3244","c(-87.914190426429, 42.97865189285)",144,SAVELAND PARK,6,OPEN
2513,2025-05-10T00:00:00Z,"2665 N 45TH ST, MILWAUKEE, WI, 53210-2403",GARBAGE CART: MISSING,NA,GARBAGE CART WAS HERE LAST WEEK NOW IT IS GONE,88,"2665 N 45TH ST, MILWAUKEE, WI, 53210-2403","c(-87.970320763053, 43.067549142552)",167,UPTOWN,1,OPEN
2514,2025-05-10T00:00:00Z,"3416 N 87TH ST, MILWAUKEE, WI, 53222-3742",NO MOW MAY REGISTRATION,NA,NA,88,"3416 N 87TH ST, MILWAUKEE, WI, 53222-3742","c(-88.021100679422, 43.081136710514)",79,KOPS PARK,6,OPEN
2515,2025-05-10T00:00:00Z,"449 N 50TH ST, MILWAUKEE, WI, 53208-3635",NO MOW MAY REGISTRATION,NA,NA,88,"449 N 50TH ST, MILWAUKEE, WI, 53208-3635","c(-87.976733589534, 43.036252541019)",154,STORY HILL,6,OPEN
2516,2025-05-10T00:00:00Z,"449 N 50TH ST, MILWAUKEE, WI, 53208-3635","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,NA,88,"449 N 50TH ST, MILWAUKEE, WI, 53208-3635","c(-87.976733589534, 43.036252541019)",154,STORY HILL,6,OPEN
2517,2025-05-10T00:00:00Z,"6223 W HUSTIS ST, MILWAUKEE, WI, 53223-5421",STREET LIGHT OUT,NA,STREET LIGHT IS OUT.  OTHER LIGHTS OUT ON STREET ALSO.,88,"6223 W HUSTIS ST, MILWAUKEE, WI, 53223-5421","c(-87.988815264771, 43.144284083109)",100,MENOMONEE RIVER HILLS EAST,6,OPEN
2518,2025-05-10T00:00:00Z,"2803 N PIERCE ST, MILWAUKEE, WI, 53212-2548",GARBAGE CART: DELETE,NA,WE HAVE TWO GARBAGE CARTS FOR OUR RESIDENCE. WE ONLY NEED ONE. PLEASE REMOVE ONE GARBAGE CART.,88,"2803 N PIERCE ST, MILWAUKEE, WI, 53212-2548","c(-87.903173923447, 43.069424006655)",138,RIVERWEST,3,OPEN
2519,2025-05-10T00:00:00Z,"2803 N PIERCE ST, MILWAUKEE, WI, 53212-2548",RECYCLING CART: DELETE,NA,WE HAVE TWO RECYCLING CARTS AND ONLY NEED ONE. PLEASE REMOVE ONE CART. THANK YOU.,88,"2803 N PIERCE ST, MILWAUKEE, WI, 53212-2548","c(-87.903173923447, 43.069424006655)",138,RIVERWEST,3,OPEN
2520,2025-05-10T00:00:00Z,"1309 W CHAMBERS ST, MILWAUKEE, WI, 53206-2733",MISSING SEWER LID OR GRATE,NA,COVERS MISSING,88,"1309 W CHAMBERS ST, MILWAUKEE, WI, 53206-2733","c(-87.927872206982, 43.073013808147)",120,NORTH DIVISION,2,OPEN
2521,2025-05-10T00:00:00Z,241 W EDGERTON AV,SETTLEMENT,NA,2 MASSIVE DEPRESSIONS IN THE WESTBOUND LANE OF W. EDGERTON AVE. AT THE INTERSECTION OF S. 2ND ST APPROXIMATELY 10' X 6' AND 3 DEEP.  WATER CAP JUST OUTSIDE ONE OF THE DEPRESSIONS.  ALSO SAW A BARRICADE ALL BENT AND BROKEN LAYING ON THE CORNER SIDEWALK.,88,"241 W EDGERTON AV, MILWAUKEE, WI","c(-87.914075845812, 42.951610741649)",70,HOLLER PARK,6,OPEN
2522,2025-05-10T00:00:00Z,"2530 N GRANT BL, MILWAUKEE, WI, 53210-2942","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,BRUSH,88,"2530 N GRANT BL, MILWAUKEE, WI, 53210-2942","c(-87.965416846781, 43.064978203301)",147,SHERMAN PARK,4,OPEN
2523,2025-05-10T00:00:00Z,"1748 N ARLINGTON PL, MILWAUKEE, WI, 53202-1619",PRIVATE TREE PROBLEMS OR QUESTIONS,NA,"THERE IS A PINE TREE LOCATED ON THE PROPERTY OF 1752 N ARLINGTON PL THAT IS GROWING INTO THE SIDE OF MY HOUSE, THE ROOTS ARE ALSO GROWING TO THE SEWER LINE. THIS TREE IS CAUSING DAMAGE TO MY HOUSE AND THE OWNER OF 1752 NEEDS TO HAVE IT REMOVED.",88,"1748 N ARLINGTON PL, MILWAUKEE, WI, 53202-1619","c(-87.89469872969, 43.054057044468)",90,LOWER EAST SIDE,6,OPEN
2524,2025-05-10T00:00:00Z,"3432 N 16TH ST, MILWAUKEE, WI, 53206-2339",MISSED COLLECTION: GARBAGE,NA,DID NOT PICK UP HARDSHIP COLLECTION,88,"3432 N 16TH ST, MILWAUKEE, WI, 53206-2339","c(-87.930669248072, 43.080964043309)",10,BORCHERT FIELD,2,OPEN
2525,2025-05-10T00:00:00Z,2704 E LOCUST ST,"BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,BRUSH IS BAGGED AND ON HACKETT SIDE OF PROPERTY.,88,"2704 E LOCUST ST, MILWAUKEE, WI","c(-87.876560794132, 43.071134753093)",166,UPPER EAST SIDE,6,OPEN
2526,2025-05-10T00:00:00Z,"3022 N CAMBRIDGE AV, MILWAUKEE, WI, 53211-3217",DEAD ANIMAL,NA,DOG IN ALLEY,88,"3022 N CAMBRIDGE AV, MILWAUKEE, WI, 53211-3217","c(-87.891195094162, 43.073412116185)",17,CAMBRIDGE HEIGHTS,6,OPEN
2527,2025-05-10T00:00:00Z,"3509 S 33RD ST, MILWAUKEE, WI, 53221-1116","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,IN FRONT OF HOUSE AT CURB,88,"3509 S 33RD ST, MILWAUKEE, WI, 53221-1116","c(-87.956057026962, 42.980958131599)",114,MOUNT OLIVET,6,OPEN
2528,2025-05-10T00:00:00Z,"3370 N DOWNER AV, MILWAUKEE, WI, 53211-2933",ALL OTHER SIGNS,NA,CROSSWALK SIGN DOWN,88,"3370 N DOWNER AV, MILWAUKEE, WI, 53211-2933","c(-87.877454640287, 43.0791459666)",31,DOWNER WOODS,6,OPEN
2529,2025-05-10T00:00:00Z,"2912 S 48TH ST, MILWAUKEE, WI, 53219-3303","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,WILL BE ON MY SLAB IN THE ALLEY.,88,"2912 S 48TH ST, MILWAUKEE, WI, 53219-3303","c(-87.973776202637, 42.991705114484)",73,JACKSON PARK,6,OPEN
